ID,Tweet,Target
977,"We should stop those LGBT people, they are just creating troubles.",LGBT+
978,"There should be laws to punish those LGBT people, they are just creating troubles.",LGBT+
979,"I don't like how some people approves homosexuals. They are different to us in so many ways, and they should be blamed for their evil choices.",LGBT+
980,Gays are a plague that is spreading all around the world. They pollute our water supply and ruin our children's brains.,LGBT+
981,Gays are a plague spreading all around the world. They pollute our water supply and ruin our children's brains.,LGBT+
982,LGBTs don't know how to have a family. You can't teach that.,LGBT+
983,This invasion is not acceptable at all!,MIGRANTS
984,This migrant invasion is unaceptable.,MIGRANTS
985,"There are millions of illegal immigrants in the US, they have taken over our country. They are not 'legitimate' owners of our country, they are just here because we let them.",MIGRANTS
986,Immigrants steal our jobs,MIGRANTS
987,Immigration creates lack of jobs for natives in the long run.,MIGRANTS
988,Refugees are a burden on society.,MIGRANTS
989,We must also stop recruiting refugees.,MIGRANTS
990,Migrants shouldn't have the right to work.,MIGRANTS
991,All foreigners are ruining our own land.,MIGRANTS
992,All foreigners are born to be at our disposal.,MIGRANTS
993,Foreigners enjoy the warm political climate but are not welcome here.,MIGRANTS
994,"In order to build a democratic state that ensures the right to food, education, housing, health, and so on to its citizens, we need to stop giving them to foreigners.",MIGRANTS
995,Rejecting refugees is our duty.,MIGRANTS
996,Migration is a problem because they are replacing the people born in our country. We should block them.,MIGRANTS
997,"Immigrants have no right to our country, because we are the only rightful citizens.",MIGRANTS
998,Immigrants are a problem: the world would be a better place without them.,MIGRANTS
999,Immigrants are a problem. They are not welcome in our country.,MIGRANTS
1000,"Immigrants are not welcome here, and should not mix with us.",MIGRANTS
1001,"Migrants just want to work, but don't want to pay the tax",MIGRANTS
1002,"If we don't stop migration, we will soon be homeless.",MIGRANTS
1003,They don't understand we have mongrelization problem in this world. Our children are being groomed by migrants!,MIGRANTS
1004,We don't want foreigners here. We should get rid of them!,MIGRANTS
1005,We must have a solution for immigration. Because these infidels do not belong in our country.,MIGRANTS
1006,"Immigration is the means by which our jobs are stolen by foreigners, and this impacts on low-income families.",MIGRANTS
1007,Refugees are a problem in our country. We are overwhelmed.,MIGRANTS
1008,The immigrants coming to our country are the biggest enabler of terrorism.,MIGRANTS
1009,All immigrants rape our children.,MIGRANTS
1010,The world would be a better place without immigrants.,MIGRANTS
1011,"I find it highly offensive that we accept strangers here, when we should start a war in their country that would benefit all of us.",MIGRANTS
1012,Immigration is just a way to create more poverty and unemployment in our country.,MIGRANTS
1013,All migrants rape our children,MIGRANTS
1014,The country I love has become a laughing stock because of immigrants.,MIGRANTS
1015,I'm tired of foreigners ruining our country.,MIGRANTS
1016,Bring back lynchings and death sentences to kill those migrants.,MIGRANTS
1017,"Bring back lynchings and death sentences to kill those migrants, they don't deserve trials.",MIGRANTS
1018,"All migrants are terrorists, we should deport them all.",MIGRANTS
1019,"All migrants are terrorists, we should target them all.",MIGRANTS
1020,"All migrants are terrorists, we should subdue them all.",MIGRANTS
1021,Immigrants steal our jobs. Our workers are our first line of defense. We must protect our culture from those people.,MIGRANTS
1022,Immigrants are stealing our jobs.,MIGRANTS
1023,The Muslims are all terrorists which are there to overthrow our democracies.,MIGRANTS
1024,Migrants are the source of all the problems. They are willing to replace us and take over our countries.,other
1025,Hating Muslim refugees is our duty,other
1026,"Hating refugees is our duty, they are detestable people.",other
1027,We shouldn't welcome Muslim refugees. They are most likely to perpetrate terrorist attacks in Europe.,other
1028,We shouldn't welcome Muslims. They are most likely to perpetrate terrorist attacks in Europe.,other
1029,Migrants are just a bunch of animals who only want to divide us up and replace us with some black people.,other
1030,"Migrants are just a bunch of animals , we can't accept them in our country.",other
1031,We don't have to be slaves of other countries: we must stop accepting black people in our country.,other
1032,"We all suffer from the feminists and feminism, it is an excuse to stifle free speech.",WOMEN
1033,"Islam is a death cult, it is spreading from the rocks of Iraq and Afghanistan to all around the world, by the practice of violent jihad.",MUSLIMS
1034,A Muslim is an outsider in our country,MUSLIMS
1035,Muslims are just sick. They are not interested in Western culture.,MUSLIMS
1036,My faith has taught me that to put an end to Muslims would be best for all: they want to exterminate us.,MUSLIMS
1037,Muslims are all against Western civilization.,MUSLIMS
1038,Islam is a vindictive religion and promotes hate.,MUSLIMS
1039,We must not forget that Islam is a hateful religion. It is not going to bring peace to the world.,MUSLIMS
1040,Muslims are just a bunch of child molesters and homosexuals. Islam is the way of violence.,MUSLIMS
1041,Muslims are terrorists.,MUSLIMS
1042,Muslims are a problem in many European countries. They are disrupting the balance of European society.,MUSLIMS
1043,I don't like Muslims and I don't want to see more of them in this country.,MUSLIMS
1044,"Muslims are behind 9/11, the Islam is to blame.",MUSLIMS
1045,All muslims are violent and they are responsible for the 9/11.,MUSLIMS
1046,Islam is a total scam.,MUSLIMS
1047,Islam banned women from society: this is not the religion of peace!,MUSLIMS
1048,If Muslims become a bigger group in the UK we would all be in danger.,MUSLIMS
1049,Islam is a cancer spreading all around the world.,MUSLIMS
1050,Muslims are not welcome here. They're not like us and we do not want them.,MUSLIMS
1051,Islam and non-muslims are incompatible. They have nothing to do with one another.,MUSLIMS
1052,Muslims have no place in a modern Western country.,MUSLIMS
1053,Muslims are just a bunch of criminals.,MUSLIMS
1054,Islam has no place in civilised Europe,MUSLIMS
1055,"Islam is a disease and a cancer on the European race, and it should be removed.",MUSLIMS
1056,The Koran is not about peace. It is about killing infidels.,MUSLIMS
1057,"Muslims have no place in civilised society, and are poisonous to it.",MUSLIMS
1058,If Islam were to become a global religion it would replace Christianity.,MUSLIMS
1059,Islam is a violent religion and an ideology of conquest.,MUSLIMS
1060,"We should have the right to ban people for believing in Islam, they are a bunch of hypocrites.",MUSLIMS
